EquipID,System,EquipType,Point Name,Descriptor,Function,Point Type,Engineering Units,Slope,Intercept,Sensor Type,COV Trend,Collection,Panel Samples,PC Samples,COV Limit,Trend Interval 1,Collection 1,Panel Samples 1,PC Days 1,Trend Interval 2,Collection 2,Panel Samples 2,PC Days 2,Trend Interval 3,Collection 3,Panel Samples 3,PC Days 3,Trend Interval 4,Collection 4,Panel Samples 4,PC Days 4,EquipRef,Display Mode,BLN Type,BLN Sys Name,Node Identifer,Device Sys Name,BACnet Object type,BACnet Object Instance,BACnet Object Name,BACnet Device Instance,Address Type DHCP?,IP address,UDP port,BACnet network,MSTP Address,MSTP network,Apogee Pt type,Virtual,IP Port,Insight Node Number,FLN Device Sys Name,LocalRef,AppInstanceID,Medium,Memo
Heating Distribution,Heating,Heating Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Circuit,Heating,Mixing Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Distribution,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Plant,Cooling,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chillers,Cooling,Chillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Chiller,Cooling,Chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chillers,,,,,,,,,,,,,,,,,,,,,,,,
Heat Exchanger,Heating,Heat Exchanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Towers,Cooling,Cooling Towers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Tower,Cooling,Cooling Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Towers,,,,,,,,,,,,,,,,,,,,,,,,
Condenser Water Pump,Cooling,Condenser Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Primary Chilled Water Pump,Cooling,Primary Chilled Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Chilled Water Pump,Cooling,Secondary Chilled Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Distribution,Cooling,Cooling Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Circuit,Cooling,Mixing Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Distribution,,,,,,,,,,,,,,,,,,,,,,,,
Air Handling Unit,Air Distribution,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust Fan,Air Distribution,Exhaust Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
VAV Box,Air Distribution,VAV Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Zone Unit,Air Distribution,Zone Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Fan Coil Unit,Air Distribution,Fan Coil Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust Fan,Air Distribution,Exhaust Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Space,Space,Office Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Space,Space,General Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Room,Space,Lab Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Room,Space,Cleanroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heating Plant,Heating,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Water Boilers,Heating,Hot Water Boilers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Hot Water Boiler,Heating,Hot Water Boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Water Boilers,,,,,,,,,,,,,,,,,,,,,,,,
Heat Exchanger,Heating,Heat Exchanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Heating Pump,Air Distribution,Heat Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
CHP Unit,Heating,CHP Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Primary Hot Water Pump,Heating,Primary Hot Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Hot Water Pump,Heating,Secondary Hot Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Dometic Hot Water,Heating,Domestic Hot Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Storage Tank,Heating,Storage Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
General Building Points,General Building Points,General Building Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompressedAir,Process,Compressed Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Compressor,Process,Air Compressor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CompressedAir,,,,,,,,,,,,,,,,,,,,,,,,
Photovolatic Plant,Power Generation,Photovoltaic Power Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel,Power Generation,Solar Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photovolatic Plant,,,,,,,,,,,,,,,,,,,,,,,,
Biosafety Cabinet,Lab,Biosafety Cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fume Hood,Lab,Fume Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Air Distribution,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratary,Lab,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Lab,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratary,,,,,,,,,,,,,,,,,,,,,,,,
Laboratories,Lab,Laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratary,Lab,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratories,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Lab,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratary,,,,,,,,,,,,,,,,,,,,,,,,
Heating Distribution,Heating,Heating Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Circuit,Heating,Mixing Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Distribution,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Plant,Cooling,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chillers,Cooling,Chillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Chiller,Cooling,Chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chillers,,,,,,,,,,,,,,,,,,,,,,,,
Heat Exchanger,Heating,Heat Exchanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Towers,Cooling,Cooling Towers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Tower,Cooling,Cooling Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Towers,,,,,,,,,,,,,,,,,,,,,,,,
Condenser Water Pump,Cooling,Condenser Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Primary Chilled Water Pump,Cooling,Primary Chilled Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Chilled Water Pump,Cooling,Secondary Chilled Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Plant,,,,,,,,,,,,,,,,,,,,,,,,
Cooling Distribution,Cooling,Cooling Distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixing Circuit,Cooling,Mixing Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooling Distribution,,,,,,,,,,,,,,,,,,,,,,,,
Air Handling Unit,Air Distribution,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust Fan,Air Distribution,Exhaust Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
VAV Box,Air Distribution,VAV Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Zone Unit,Air Distribution,Zone Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Fan Coil Unit,Air Distribution,Fan Coil Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air Handling Unit,,,,,,,,,,,,,,,,,,,,,,,,
Exhaust Fan,Air Distribution,Exhaust Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Space,Space,Office Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Space,Space,General Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Room,Space,Lab Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Room,Space,Cleanroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heating Plant,Heating,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Water Boilers,Heating,Hot Water Boilers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Hot Water Boiler,Heating,Hot Water Boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot Water Boilers,,,,,,,,,,,,,,,,,,,,,,,,
Heat Exchanger,Heating,Heat Exchanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Heating Pump,Air Distribution,Heat Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
CHP Unit,Heating,CHP Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Primary Hot Water Pump,Heating,Primary Hot Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Hot Water Pump,Heating,Secondary Hot Water Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Dometic Hot Water,Heating,Domestic Hot Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
Storage Tank,Heating,Storage Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heating Plant,,,,,,,,,,,,,,,,,,,,,,,,
General Building Points,General Building Points,General Building Points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompressedAir,Process,Compressed Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Compressor,Process,Air Compressor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CompressedAir,,,,,,,,,,,,,,,,,,,,,,,,
Photovolatic Plant,Power Generation,Photovoltaic Power Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Panel,Power Generation,Solar Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photovolatic Plant,,,,,,,,,,,,,,,,,,,,,,,,
Biosafety Cabinet,Lab,Biosafety Cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fume Hood,Lab,Fume Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Air Distribution,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratary,Lab,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Lab,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratary,,,,,,,,,,,,,,,,,,,,,,,,
Laboratories,Lab,Laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratary,Lab,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratories,,,,,,,,,,,,,,,,,,,,,,,,
Lab Control Unit,Lab,Lab Control Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratary,,,,,,,,,,,,,,,,,,,,,,,,
dom,Heating,,BSHC.DOM.FLOW,DOM,,LAI,""" """,0.004883,-30,1,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,0,0,BSHC.DOM.FLOW,17703,Static,10.27.72.13,47808,1,NA,NA,LAI,NO,5033,100000,NA,,,,
dom,Heating,,BSHC.DOM.FOW,DOM,,LAI,""" """,0.004883,-30,1,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,0,0,BSHC.DOM.FLOW,17703,Static,10.27.72.13,47808,1,NA,NA,LAI,NO,5033,100000,NA,,,,
ef03,,,BSHC.EF03.SS,CRAWLSPACE EF,Supply Fan Status/Proof,L2SL,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,4,2,BSHC.EF03.SS,17703,Static,10.27.72.13,47808,1,NA,NA,L2SL,NO,5033,100000,NA,,,Supply Fan Status,
ef03,,,BSHC.EF03.ST,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,3,BSHC.EF03.ST,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
sump,,,BSHC.ELEC.SUMP.ALM,ELEC.SUMP.ALM,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,0,BSHC.ELEC.SUMP.ALM,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
BSHC1FLRPXCC,,,BSHC.ELEV.SUMP.ALM,ELEV.SUMP.ALM,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,1,BSHC.ELEV.SUMP.ALM,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
BSHC1FLRPXCC,,,BSHC.FIRE.ALM,FIRE ALARM,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,2,BSHC.FIRE.ALM,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
BSHC1FLRPXCC,,,BSHC.FIRE.ALM.TRBL,FA TROUBLE,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,9,BSHC.FIRE.ALM.TRBL,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
sf01,,,BSHC.SF01.SS,CRAWLSPACE SF,Supply Fan Status/Proof,L2SL,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,4,1,BSHC.SF01.SS,17703,Static,10.27.72.13,47808,1,NA,NA,L2SL,NO,5033,100000,NA,,,Supply Fan Status,
sf01,,,BSHC.SF01.ST,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17703,BSHC1FLRPXCC,3,4,BSHC.SF01.ST,17703,Static,10.27.72.13,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.BSP,BLD STATIC,,LAI,in H2O,0.000081,-1.5,1,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,9,BSHC.AHU01.BSP,17701,Static,10.27.72.11,47808,1,NA,NA,LAI,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.BSS,BLDG STATIC SP,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,18,BSHC.AHU01.BSS,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.CCV,CLG VALVE,,LAO,PCT,0.003255,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,5,BSHC.AHU01.CCV,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.CO2,RET CO2,,LAI,ppm,0.078125,-280,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,8,BSHC.AHU01.CO2,17701,Static,10.27.72.11,47808,1,NA,NA,LAI,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.CO2.SP,AHU01.CO2 STPT,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,19,BSHC.AHU01.CO2.SP,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.DCO,DAMPER CONTROL,,LAO,DEG F,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,17,BSHC.AHU01.DCO,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.EAD,EX DAMPER,,LAO,PCT,0.003255,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4,BSHC.AHU01.EAD,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.ECO,ECON,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,5,0,BSHC.AHU01.ECO,17701,Static,10.27.72.11,47808,1,NA,NA,LDO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.ECOS,,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,0,BSHC.AHU01.ECOS,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.EMS.LCK,HC.AHU01.EMS.LCK,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,5,11,BSHC.AHU01.EMS.LCK,17701,Static,10.27.72.11,47808,1,NA,NA,LDO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.EMS.RST,EMS RESET,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,5,12,BSHC.AHU01.EMS.RST,17701,Static,10.27.72.11,47808,1,NA,NA,LDO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.ENABLE,OCCUPIED,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,5,3,BSHC.AHU01.ENABLE,17701,Static,10.27.72.11,47808,1,NA,NA,LDO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.FIL,FILTER PRESS,,LAI,in H2O,0.00002,-0.125,1,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,7,BSHC.AHU01.FIL,17701,Static,10.27.72.11,47808,1,NA,NA,LAI,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.HSP,HIGH STATIC,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,9,BSHC.AHU01.HSP,17701,Static,10.27.72.11,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.HSPV,HIGH STATIC,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,5,7,BSHC.AHU01.HSPV,17701,Static,10.27.72.11,47808,1,NA,NA,LDO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG1,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,38,BSHC.AHU01.IG1,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG2,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,36,BSHC.AHU01.IG2,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG3,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,34,BSHC.AHU01.IG3,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG4,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,32,BSHC.AHU01.IG4,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG5,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,30,BSHC.AHU01.IG5,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG6,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,29,BSHC.AHU01.IG6,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.IG7,I GAIN,,LAO,""" """,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,2,48,BSHC.AHU01.IG7,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.ISO,ISO DAMPER,,LAO,PCT,-0.003255,100,0,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,6,BSHC.AHU01.ISO,17701,Static,10.27.72.11,47808,1,NA,NA,LAO,NO,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.KEITH.TEST,,,LENUM,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,19,1,BSHC.AHU01.KEITH.TEST,17701,Static,10.27.72.11,47808,1,NA,NA,LENUM,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.KEITH.TEST1,,,LENUM,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,19,2,BSHC.AHU01.KEITH.TEST1,17701,Static,10.27.72.11,47808,1,NA,NA,LENUM,YES,5033,100000,NA,,,,
ahu01,Air Distribution,Air Handling Unit,BSHC.AHU01.LSP,LOW STATIC,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,8,BSHC.AHU01.LSP,17701,Static,10.27.72.11,47808,1,NA,NA,LDI,NO,5033,100000,NA,,,,
